POI_ID;ADDRESS;"﻿""DESCRIPTION""";NAME;GeoJSON;geo_point_2d
1649;3513 BREWER'S MILLS RD;Tennis Court;JOHN BREWER PARK TENNIS COURT;"{""type"": ""Point"", ""coordinates"": [-76.28107981150006, 44.410713998234705]}";44.4107139982,-76.2810798115
862;270 KING ST;Place of Worship;ST. GEORGE'S CATHEDRAL;"{""type"": ""Point"", ""coordinates"": [-76.48274070229239, 44.22925112503985]}";44.229251125,-76.4827407023
4573;2754 CREEKFORD RD;Quarry-Active;;"{""type"": ""Point"", ""coordinates"": [-76.57857260307917, 44.280875340335875]}";44.2808753403,-76.5785726031
2004;1 THE TRAGICALLY HIP WAY;Washroom;LEON'S CENTRE WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.47917859106099, 44.23326996940723]}";44.2332699694,-76.4791785911
2669;1350 GARDINERS RD;Soccer Field;CARACO HOME FIELD;"{""type"": ""Point"", ""coordinates"": [-76.56650400680125, 44.27582895003391]}";44.27582895,-76.5665040068
3232;506 O'CONNOR DR;;KINGSTON WEST WATER TOWER;"{""type"": ""Point"", ""coordinates"": [-76.56664067220139, 44.25878948360911]}";44.2587894836,-76.5666406722
2069;487 BROCK ST;Washroom;VICTORIA PARK WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.49899033567368, 44.233123178410175]}";44.2331231784,-76.4989903357
2077;346 COLLEGE ST;Washroom;COMPTON PARK WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.51052769789979, 44.23461568872549]}";44.2346156887,-76.5105276979
3449;671 PRINCESS ST;Retirement Residence;ROYAL CANADIAN LEGION VILLA;"{""type"": ""Point"", ""coordinates"": [-76.504341339362, 44.23836737823346]}";44.2383673782,-76.5043413394
2809;4 PASSCHENDALE DR;Heritage Site;FORT FREDERICK;"{""type"": ""Point"", ""coordinates"": [-76.46949246542992, 44.22772934859252]}";44.2277293486,-76.4694924654
809;641 TRUEDELL RD;Education Facility;TRUEDELL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.58019294611442, 44.24400543497238]}";44.244005435,-76.5801929461
4564;238 FINDLAY STATION RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.27970155788675, 44.336985756855405]}";44.3369857569,-76.2797015579
4568;2185 PERTH RD;Quarry-Abandoned;;"{""type"": ""Point"", ""coordinates"": [-76.50531729270125, 44.30689583376308]}";44.3068958338,-76.5053172927
2391;471 CATARAQUI WOODS DR;Retirement Residence;WATERFORD RETIREMENT RESIDENCE;"{""type"": ""Point"", ""coordinates"": [-76.55828352532919, 44.26903217275068]}";44.2690321728,-76.5582835253
2998;;Energy Distribution;ELECTRICAL SUBSTATION;"{""type"": ""Point"", ""coordinates"": [-76.49295934946893, 44.2485892060763]}";44.2485892061,-76.4929593495
377;1030 SUNNYSIDE RD;Baseball Field;CLOVERDALE PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.54877384757565, 44.279639391676085]}";44.2796393917,-76.5487738476
1008;1745 JESSE CRES;Park;SUNNYSIDE PARK;"{""type"": ""Point"", ""coordinates"": [-76.53702732622568, 44.28546222540875]}";44.2854622254,-76.5370273262
2992;563 KINGSTON MILLS RD;Lock;KINGSTON MILLS LOCKS;"{""type"": ""Point"", ""coordinates"": [-76.44272130930449, 44.29143537123776]}";44.2914353712,-76.4427213093
1494;130 JOHNSON ST;Library;KINGSTON FRONTENAC LIBRARY - CENTRAL BRANCH;"{""type"": ""Point"", ""coordinates"": [-76.48479633445301, 44.229689683374545]}";44.2296896834,-76.4847963345
785;5 CLERGY ST;Education Facility;SYDENHAM PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.49031654639214, 44.228870392550704]}";44.2288703926,-76.4903165464
787;530 EARL ST;Education Facility;WINSTON CHURCHILL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50398451788767, 44.22925983037836]}";44.2292598304,-76.5039845179
782;235 FRONTENAC ST;Education Facility;MODULE VANIER;"{""type"": ""Point"", ""coordinates"": [-76.49753771638743, 44.22927414949814]}";44.2292741495,-76.4975377164
3155;2437 PRINCESS ST;Post Office;POST OFFICE (SHOPPERS DRUG MART #1429);"{""type"": ""Point"", ""coordinates"": [-76.55829611794859, 44.25758267949]}";44.2575826795,-76.5582961179
3157;1875 BATH RD;Post Office;POST OFFICE (SHOPPERS DRUG MART #0608);"{""type"": ""Point"", ""coordinates"": [-76.58235624842231, 44.23687549639926]}";44.2368754964,-76.5823562484
1805;;Town;WESTPORT;"{""type"": ""Point"", ""coordinates"": [-76.3970157145782, 44.67803251483429]}";44.6780325148,-76.3970157146
3551;125 BROCK St;Hotel / Motel;QUEEN'S INN;"{""type"": ""Point"", ""coordinates"": [-76.48372745841701, 44.2310568086803]}";44.2310568087,-76.4837274584
3298;1440 PARRADICE DR;Park;EDEN VALLEY OPEN SPACE;"{""type"": ""Point"", ""coordinates"": [-76.45304813348086, 44.29348942388856]}";44.2934894239,-76.4530481335
1009;81 INDIAN RD;Park;STRATHCONA PARK;"{""type"": ""Point"", ""coordinates"": [-76.52687848871282, 44.251311323670855]}";44.2513113237,-76.5268784887
1037;1 GRENVILLE CRES;Park;GRENVILLE CRESCENT PARKS;"{""type"": ""Point"", ""coordinates"": [-76.53209236225008, 44.24200828173639]}";44.2420082817,-76.5320923623
233;174 PINE ST;Playground;PINE STREET TRIANGLE PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.49616017963591, 44.23901210845286]}";44.2390121085,-76.4961601796
3289;1485 WESTBROOK RD;Private Recreation Facility;KINGSTON 1000 ISLANDS SPORTPLEX;"{""type"": ""Point"", ""coordinates"": [-76.63009093575562, 44.28137227696083]}";44.281372277,-76.6300909358
3693;18 ST REMY PL;Trail Access;K&P ST REMY PL TRAIL ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.5102548380855, 44.26765076006414]}";44.2676507601,-76.5102548381
1657;23 ALBERT ST;Queen's University;WATTS HALL;"{""type"": ""Point"", ""coordinates"": [-76.49934025267828, 44.22415919996984]}";44.2241592,-76.4993402527
1661;43 UNIVERSITY AVE;Queen's University;GRANT HALL;"{""type"": ""Point"", ""coordinates"": [-76.49511394501918, 44.226000135537966]}";44.2260001355,-76.495113945
1770;2903 JOYCEVILLE RD;Running Track;JOYCEVILLE PUBLIC SCHOOL TRACK;"{""type"": ""Point"", ""coordinates"": [-76.33498158603527, 44.35930149279819]}";44.3593014928,-76.334981586
1776;711 DALTON AVE;Running Track;ECOLE SECONDAIRE MARIE-RIVIER TRACK;"{""type"": ""Point"", ""coordinates"": [-76.52349040153737, 44.271518961171694]}";44.2715189612,-76.5234904015
1777;1789 BATH RD;Running Track;FRONTENAC SECONDARY SCHOOL TRACK;"{""type"": ""Point"", ""coordinates"": [-76.57802177777982, 44.23587385617021]}";44.2358738562,-76.5780217778
1780;1085 WOODBINE RD;Running Track;HOLY CROSS SECONDARY SCHOOL TRACK;"{""type"": ""Point"", ""coordinates"": [-76.59662163034147, 44.25723097815636]}";44.2572309782,-76.5966216303
1782;22 GENERAL CRERAR CRES;Running Track;ROYAL MILITARY COLLEGE OF CANADA TRACK;"{""type"": ""Point"", ""coordinates"": [-76.46863998550826, 44.229421245970556]}";44.229421246,-76.4686399855
1800;;Town;ATHENS;"{""type"": ""Point"", ""coordinates"": [-75.95001505496928, 44.627029590564085]}";44.6270295906,-75.950015055
1809;;Town;AMHERSTVIEW;"{""type"": ""Point"", ""coordinates"": [-76.65585695804948, 44.2302725176826]}";44.2302725177,-76.655856958
1811;;Town;PORTLAND;"{""type"": ""Point"", ""coordinates"": [-76.1910160093751, 44.69803309704238]}";44.698033097,-76.1910160094
1813;;Town;MERRICKVILLE;"{""type"": ""Point"", ""coordinates"": [-75.8380117908308, 44.915030934403745]}";44.9150309344,-75.8380117908
1818;;Town;LYN;"{""type"": ""Point"", ""coordinates"": [-75.78501126841557, 44.575029331472685]}";44.5750293315,-75.7850112684
1820;;Town;MCDONALDS CORNER;"{""type"": ""Point"", ""coordinates"": [-76.52601396453078, 44.95803199326924]}";44.9580319933,-76.5260139645
4629;920 KING ST;Swingset;LAKE ONTARIO PARK SWINGSET 1;"{""type"": ""Point"", ""coordinates"": [-76.53110509135539, 44.21881642691858]}";44.2188164269,-76.5311050914
4630;920 KING ST;Swingset;LAKE ONTARIO PARK SWINGSET 2;"{""type"": ""Point"", ""coordinates"": [-76.53075612606742, 44.21880901705209]}";44.2188090171,-76.5307561261
2072;21 COURT ST;Washroom;FRONTENAC COUNY COURT HOUSE WASHROOM;"{""type"": ""Point"", ""coordinates"": [-76.4899342433158, 44.22771776049583]}";44.2277177605,-76.4899342433
1672;60 UNION ST;Queen's University;NICOL HALL;"{""type"": ""Point"", ""coordinates"": [-76.49377834044252, 44.22746766673476]}";44.2274676667,-76.4937783404
2868;6 CATARAQUI ST;News Paper;THE KINGSTON WHIG STANDARD;"{""type"": ""Point"", ""coordinates"": [-76.48127260242053, 44.24172274461856]}";44.2417227446,-76.4812726024
2870;375 SELECT DR UNIT 14;News Paper;THE KINGSTON HERITAGE;"{""type"": ""Point"", ""coordinates"": [-76.55488788731893, 44.25607661322791]}";44.2560766132,-76.5548878873
1674;90 BADER LANE;Queen's University;CHERNOFF HALL;"{""type"": ""Point"", ""coordinates"": [-76.49887657552516, 44.22434290033884]}";44.2243429003,-76.4988765755
2875;993 PRINCESS ST SUITE 10;Radio Station;98.3 FLY FM;"{""type"": ""Point"", ""coordinates"": [-76.51328006684531, 44.243825986905065]}";44.2438259869,-76.5132800668
1707;116 BARRIE ST;Queen's University;BIOSCIENCES COMPLEX;"{""type"": ""Point"", ""coordinates"": [-76.49121658426535, 44.22617148075072]}";44.2261714808,-76.4912165843
1684;130 STUART ST;Queen's University;MCLAUGHLIN HALL;"{""type"": ""Point"", ""coordinates"": [-76.49533751347462, 44.22376381714667]}";44.2237638171,-76.4953375135
1002;15 POINT ST. MARK DR;Park;POINT ST. MARK PARK;"{""type"": ""Point"", ""coordinates"": [-76.46254432320329, 44.25515772686897]}";44.2551577269,-76.4625443232
1678;90 STUART ST;Queen's University;RICHARDSON LABORATORY;"{""type"": ""Point"", ""coordinates"": [-76.49354075673601, 44.22424633427007]}";44.2242463343,-76.4935407567
1679;535 UNION ST;Queen's University;DUNCAN MCARTHUR HALL;"{""type"": ""Point"", ""coordinates"": [-76.5144686497878, 44.2239955989561]}";44.223995599,-76.5144686498
4639;1030 SUNNYSIDE RD;Playground;CLOVERDALE PARK SWINGSET;"{""type"": ""Point"", ""coordinates"": [-76.54723130875027, 44.27883029917777]}";44.2788302992,-76.5472313088
1738;19 QUEEN ST;Gallery;MODERN FUEL GALLERY;"{""type"": ""Point"", ""coordinates"": [-76.47969002979193, 44.23226936659937]}";44.2322693666,-76.4796900298
3069;41 DALGLEISH AV;Community Garden;MACLEAN PARK COMMUNITY GARDEN;"{""type"": ""Point"", ""coordinates"": [-76.45546347220525, 44.26035517824744]}";44.2603551782,-76.4554634722
3249;2 CATARAQUI ST;Historic Site;WOOLEN MILL;"{""type"": ""Point"", ""coordinates"": [-76.48042225116843, 44.24204110704923]}";44.242041107,-76.4804222512
4590;175 RESOURCE RD;Trail Access;CATARAQUI ESTATES BP TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.56304636888406, 44.27706976818962]}";44.2770697682,-76.5630463689
1521;76 STUART ST;Hospital;KINGSTON GENERAL HOSPITAL;"{""type"": ""Point"", ""coordinates"": [-76.49339274168477, 44.22368837257427]}";44.2236883726,-76.4933927417
2878;170 QUEEN ST;Radio Station;CKWS FM 104.3 GREATEST HITS;"{""type"": ""Point"", ""coordinates"": [-76.48616882883476, 44.23283348191739]}";44.2328334819,-76.4861688288
1036;444 KINGSDALE AVE;Park;MEADOWBROOK PARK;"{""type"": ""Point"", ""coordinates"": [-76.5443121079903, 44.24672586644062]}";44.2467258664,-76.544312108
439;140 RIDEAU ST;Basketball Court;RIVERVIEW PARK BASKETBALL COURT 2;"{""type"": ""Point"", ""coordinates"": [-76.48318576933207, 44.237400138755525]}";44.2374001388,-76.4831857693
416;2903 JOYCEVILLE RD;Basketball Court;JOYCEVILLE PUBLIC SCHOOL BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.33444876415763, 44.359681770700135]}";44.3596817707,-76.3344487642
420;201 CONACHER DR;Basketball Court;MARKERS ACRES PARK BASKETBALL;"{""type"": ""Point"", ""coordinates"": [-76.48939206337552, 44.26630225083916]}";44.2663022508,-76.4893920634
440;120 NORMAN ROGERS DR;Basketball Court;CENTENNIAL PUBLIC SCHOOL BASKETBALL;"{""type"": ""Point"", ""coordinates"": [-76.52028060908668, 44.23135831226018]}";44.2313583123,-76.5202806091
445;190 WELBORNE AVE;Basketball Court;WELBORNE SCHOOL BASKETBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.57916011956377, 44.222785961403446]}";44.2227859614,-76.5791601196
451;9 DUNDAS ST;Soccer Field;RIDEAU PUBLIC SCHOOL SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.5048757750954, 44.23598849658798]}";44.2359884966,-76.5048757751
452;711 DALTON AVE;Soccer Field;ECOLE SECONDAIRE MARIE-RIVIER SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.5238235266509, 44.27190160960383]}";44.2719016096,-76.5238235267
456;20 CRANBROOK ST;Soccer Field;OUR LADY OF LOURDES ELEMENTARY SCHOOL SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.57016904151149, 44.22073745848535]}";44.2207374585,-76.5701690415
462;480 PORTSMOUTH AVE;Soccer Field;MCCULLOUGH SOCCER FIELD (SOUTH);"{""type"": ""Point"", ""coordinates"": [-76.53002458650641, 44.23634357345782]}";44.2363435735,-76.5300245865
463;755 BAYRIDGE DR;Soccer Field;BAYRIDGE PARK SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.59158998726426, 44.24749668978844]}";44.2474966898,-76.5915899873
480;750 INNOVATION DR;Soccer Field;J. MACHEN SPORTS FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.43695279959815, 44.27338052294794]}";44.2733805229,-76.4369527996
481;41 GRENADIER DR;Soccer Field;GRENADIER PARK MINI SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.45578261892966, 44.25480396334975]}";44.2548039633,-76.4557826189
482;70 CRAFTSMAN BLVD;Soccer Field;CANADIAN FORCES BASE KINGSTON SOCCER FIELD;"{""type"": ""Point"", ""coordinates"": [-76.45557489633362, 44.24112864506185]}";44.2411286451,-76.4555748963
483;773 HWY 15;Soccer Field;LA SALLE HS SOCCER FIELD 3;"{""type"": ""Point"", ""coordinates"": [-76.45441265344911, 44.25391475039684]}";44.2539147504,-76.4544126534
306;4075 BATH RD;Baseball Field;COLLINS BAY PUBLIC SCHOOL BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.6111097981296, 44.24219463004928]}";44.24219463,-76.6111097981
307;303 YORK ST;Baseball Field;KMC BASEBALL FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.50152351603447, 44.24003152502257]}";44.240031525,-76.501523516
312;141 THIRD AVE;Baseball Field;THIRD AVENUE PARK BASEBALL FIELD;"{""type"": ""Point"", ""coordinates"": [-76.50545398254542, 44.24551929647255]}";44.2455192965,-76.5054539825
327;1180 WOODBINE RD;Baseball Field;WOODBINE PARK BASEBALL FIELD 2;"{""type"": ""Point"", ""coordinates"": [-76.60411751810973, 44.25988660788306]}";44.2598866079,-76.6041175181
3485;560 KING ST W;Historic Site;KINGSTON PENITENTIARY;"{""type"": ""Point"", ""coordinates"": [-76.51355279452281, 44.21976667240891]}";44.2197666724,-76.5135527945
3199;3 HEWITT AV;RMC;HEWETT HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.46937940947467, 44.23393971596273]}";44.233939716,-76.4693794095
3902;3322 VAN ORDER DR;Trail Access;RIDEAU TRAIL VAN ORDER DR ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.61835558600943, 44.33581453730887]}";44.3358145373,-76.618355586
1891;289 BROCK ST;Parking Lot;ARMSTRONG MEMORIAL LOT;"{""type"": ""Point"", ""coordinates"": [-76.49048431725642, 44.23199314142234]}";44.2319931414,-76.4904843173
501;900 HENDERSON BLVD;Soccer Field;JIM BEATTIE PARK (SOCCER FIELD 2);"{""type"": ""Point"", ""coordinates"": [-76.58351139442311, 44.22871042483133]}";44.2287104248,-76.5835113944
517;234 NORMAN ROGERS DR;Soccer Field;ST. THOMAS MORE ELEMENTARY SCHOOL SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.52340225151366, 44.233619944043475]}";44.233619944,-76.5234022515
520;900 HENDERSON BLVD;Soccer Field;JIM BEATTIE PARK (MINI SOCCER FIELD 1);"{""type"": ""Point"", ""coordinates"": [-76.5823694747052, 44.229439599559335]}";44.2294395996,-76.5823694747
555;56 FRANCIS ST;Soccer Field;PORTSMOUTH SOCCER FIELDS 2;"{""type"": ""Point"", ""coordinates"": [-76.52252726482753, 44.2259130472384]}";44.2259130472,-76.5225272648
65;623 KING ST;Monument;UNSPECIFIED MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.51730050774482, 44.22108013471336]}";44.2210801347,-76.5173005077
68;111 NORMAN ROGERS DR;Monument;WILLIAM PATERSON MEMORIAL;"{""type"": ""Point"", ""coordinates"": [-76.51843527274714, 44.23324038968297]}";44.2332403897,-76.5184352727
398;417 MONTREAL ST;Recreation Facility;COOK BROTHERS YOUTH CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.48713953088593, 44.243349013129745]}";44.2433490131,-76.4871395309
232;15 POINT ST. MARK DR;Playground;POINT ST. MARK PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.4625439379933, 44.255321718300316]}";44.2553217183,-76.462543938
973;199 WILSON ST;Park;SHANNON PARK;"{""type"": ""Point"", ""coordinates"": [-76.4844484063711, 44.26387982744978]}";44.2638798274,-76.4844484064
3547;2991 2 HWY;Boat Ramp;GRASS CREEK PARK (BOAT RAMP);"{""type"": ""Point"", ""coordinates"": [-76.31290199531757, 44.29494720170398]}";44.2949472017,-76.3129019953
250;52 NOTCH HILL RD;Playground;SILAS STEVENS PARKETTE PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.53114843935651, 44.238045851702054]}";44.2380458517,-76.5311484394
823;237 SYDENHAM ST;Education Facility;CENTRAL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.48653556301274, 44.234060807847925]}";44.2340608078,-76.486535563
253;485 BOXWOOD ST;Playground;LOMBARDY PARK PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.58809794884094, 44.238645991849225]}";44.2386459918,-76.5880979488
256;975 OLD COLONY RD;Playground;OLD COLONY PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.58333283742665, 44.25389920963747]}";44.2538992096,-76.5833328374
259;15 OAK ST;Playground;MAX JACKSON PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.50288958827903, 44.25132433502731]}";44.251324335,-76.5028895883
264;820 SOMERSET CRES;Playground;SUTTON MILLS PARK;"{""type"": ""Point"", ""coordinates"": [-76.5770995732133, 44.250660010337135]}";44.2506600103,-76.5770995732
265;530 EARL ST;Playground;WINSTON CHURCHILL SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.50406903356453, 44.228973586033476]}";44.228973586,-76.5040690336
285;4075 BATH RD;Playground;COLLINS BAY PUBLIC SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.61155274902445, 44.24150760666346]}";44.2415076067,-76.611552749
1914;2 KING ST W;Parking Lot;KGH WATERFRONT LOT;"{""type"": ""Point"", ""coordinates"": [-76.49127093683595, 44.222065161540286]}";44.2220651615,-76.4912709368
